image_name,x1,x2,y1,y2
JPEG_20161124_133820_1000408773191.png,224.50871,389.26636,15.879868,446.76312
JPEG_20161202_175058_1000981167934.png,126.85449,593.4105,137.36716,329.0919
JPEG_20160628_125830_1000217908431.png,163.16032,472.78784,130.91257,402.76266
JPEG_20160820_160507_1000249071692.png,115.69916,570.3113,199.85121,310.78772
JPEG_20160805_183420_1000172602371.png,42.681,613.5773,108.46493,303.7579
JPEG_20161130_165327_1000403284746.png,22.27536,608.67224,194.13177,377.9088
JPEG_20160607_164241_1000166500949.png,203.30414,422.1712,117.01525,368.06354
JPEG_20160625_121426_1000756352197.png,95.436325,581.0299,123.29537,316.77225
147771816901820161028_154719.png,20.51065,608.1117,69.23772,340.62787
JPEG_20161011_163049_1000951839162.png,58.917297,574.28723,157.2002,322.31207
JPEG_20161117_185714_1000710683582.png,141.31078,526.0582,89.34479,383.47537
JPEG_20161130_152547_1000951985749.png,99.78212,577.73834,130.8234,330.6707
JPEG_20161208_180645_1000228838877.png,142.80836,456.0229,-12.212265,470.44623
JPEG_20161028_115228_1000768175676.png,33.953003,587.4377,126.785576,337.74323
JPEG_20160621_115706_1000438377463.png,220.99998,500.2105,95.42154,377.68594
147323496557220.png,241.44579,390.9488,19.00772,453.89832
1480962299073_R2A2486.png,219.11156,412.4626,244.45193,347.5175
JPEG_20160513_161529_1000492237814.png,144.85582,531.15314,98.94812,365.0957
JPEG_20160608_170951_1000543663668.png,21.923157,632.50165,55.59398,398.30316
1480950503293_R2A2117.png,212.04555,416.2757,143.89766,427.51678
JPEG_20160513_105913_1000783887544.png,214.86142,652.4877,87.44627,369.53497
JPEG_20160627_110121_1000892338177.png,208.9705,583.5248,157.19974,315.599
JPEG_20161130_161732_1000521112629.png,146.47475,430.6643,23.608566,434.94836
1472628655203w_peg_33_black_white_06.png,22.38507,603.81134,119.902054,399.96405
1474724035100DSC07928.png,127.38281,606.1645,88.04678,411.93985
1478948343994eMazingShawls3504.png,55.55417,584.39294,26.880035,417.6173
JPEG_20160527_155940_1000132163517.png,72.62033,549.5841,29.019302,438.4875
JPEG_20161130_182414_1000368542218.png,45.162872,572.7256,154.23337,280.00955
1475057260196DSC02318.png,32.92447,646.38916,112.65694,382.411
1468825591253JPEG_20160709_133648_1000644926214.png,1.1327515,645.39044,1.5449371,480.52283
JPEG_20161124_162124_1000402091920.png,203.24081,447.90536,65.51877,367.2868
1470727186876DSC_0033.png,28.466095,588.3379,17.686798,458.62796
1480972280895IMG_3540.png,9.374237,624.1655,27.199203,472.47137
1475059894676DSC02408.png,41.23648,600.871,85.25733,326.41907
1477720898726JPEG_20161025_124436_1000716443177.png,59.776688,534.41235,141.26735,405.96942
JPEG_20160526_170617_1000933339568.png,61.007523,420.97156,60.010544,407.6361
JPEG_20161125_202134_1000687750117.png,155.87917,443.57104,179.32928,296.38586
1475152491002DSC00720.png,243.82214,421.12695,75.609634,398.82953
1473660682142DeeplearnS11986.png,76.89485,560.446,162.08823,339.77774
1475064313641DSC00251.png,231.12958,422.01117,106.81731,437.7934
1474722975745DSC07865.png,158.26161,509.63324,-52.364395,390.44006
JPEG_20161130_162947_1000399576239.png,65.626785,537.5034,123.62008,351.49747
JPEG_20161125_195025_1000406118935.png,41.67238,499.75067,132.10922,338.8575
JPEG_20160702_133522_1000321760040.png,150.73871,580.0304,20.238037,393.9931
JPEG_20161125_184750_10004321181.png,158.42174,419.0243,186.22093,299.17206
1473747646802IMG_0541.png,5.3054504,644.75793,85.00644,401.01935
1471420755405IMG_20160810_210501.png,35.442734,545.8413,151.97989,338.35446
1473486792967DeeplearnS11946.png,104.38515,530.5739,178.50937,323.7613
147185176047620160818_111133.png,134.70119,404.82806,-1.2372131,363.73468
JPEG_20161123_200623_1000493348929.png,45.736115,474.14725,129.03459,338.07123
JPEG_20161129_181056_1000695959432.png,55.949097,575.70404,67.36626,430.58228
1475152070565DSC00541.png,244.92618,434.8727,68.59343,424.53723
JPEG_20160621_142109_1000303543286.png,238.19907,439.2092,34.57115,444.31793
148053613939520161126_210633.png,71.93117,500.1812,189.0586,332.07428
1468654660269JPEG_20160712_101147_1000411368715.png,253.17336,377.78046,56.67906,437.79944
1480337470501_R2A4023.png,161.03912,479.3158,117.64003,368.70685
JPEG_20160625_161318_100047170583.png,159.15611,519.9267,168.5877,310.14734
JPEG_20161126_183051_1000840864758.png,117.495026,472.3433,140.9407,297.1968
1473750736050IMG_1036.png,144.50102,531.3639,118.28571,334.432
1472040785868w_peg_33_blue_glow_01_1.png,104.36026,541.06226,100.89766,450.85425
JPEG_20161123_124248_10005975408.png,94.74753,575.0248,99.3394,363.1892
1480513981529IMG_0474.png,38.02919,480.27252,89.62033,348.98666
1474716243429DSC07743.png,262.1361,387.9278,25.859558,456.29312
JPEG_20161208_155427_1000424041473.png,78.74312,576.8454,121.20637,305.35266
1474723890149DSC07721.png,45.996582,587.5857,95.110855,374.8792
JPEG_20160624_115752_1000758635004.png,198.48683,536.8061,152.30457,353.86774
1472043020175zoom1-Copy.png,33.948273,598.1549,106.10481,396.81213
JPEG_20160820_112325_1000672178346.png,254.15894,363.13104,73.44301,446.1457
1480497232137IMG_20161129_190019.png,29.740997,596.51184,15.741409,437.2934
JPEG_20161116_174750_1000844440549.png,17.040619,575.05884,29.60669,403.08893
JPEG_20161202_173907_100046528739.png,69.07904,571.54944,137.86414,347.93887
147771784192920161028_161124.png,195.07497,425.1595,63.232803,431.26324
JPEG_20160820_114320_1000596635968.png,233.86624,362.05453,75.90581,439.3747
JPEG_20160820_114506_1000846487807.png,163.08006,498.34332,110.235374,332.12534
JPEG_20160623_153734_1000768433879.png,47.441757,515.05133,96.89315,326.7059
1473840680302DSC_6006.png,73.49133,580.23254,100.9939,398.58453
1480502679686IMG_20161129_193803.png,33.346283,626.15674,54.00531,377.1125
147771815284220161028_154712.png,41.796356,598.0094,33.220657,452.6682
JPEG_20160530_153021_1000177989469.png,176.69655,493.4449,34.65213,425.26334
JPEG_20161118_182012_1000802807301.png,100.09114,550.7583,54.377792,391.7461
JPEG_20160702_145830_1000348337519.png,155.9132,511.66815,140.87889,305.54767
JPEG_20160820_144826_100010183422.png,113.49309,571.6414,175.1127,314.56024
JPEG_20161028_131303_1000348780802.png,105.3976,578.1093,63.620193,466.1587
JPEG_20160924_161732_1000638971650.png,73.002106,539.1112,96.944756,338.64526
147742475352320161025_155807.png,70.408844,538.40137,67.47867,335.18808
JPEG_20160629_140707_100052518419.png,187.8745,544.366,152.0654,298.10776
JPEG_20161126_131927_1000783722239.png,70.30884,517.481,87.92685,388.24222
JPEG_20161123_174709_1000904553740.png,130.90614,564.03973,155.08383,316.71683
1473665164268DeeplearnS162.png,96.80388,540.2562,83.54318,439.673
1480970021421IMG_3371.png,213.89487,448.14755,195.44485,387.03268
JPEG_20160630_162121_1000113726302.png,206.62119,439.68436,83.4509,419.84894
JPEG_20160823_124009_1000107977852.png,68.45714,529.1086,118.19811,306.2138
JPEG_20161107_175929_100016240637.png,2.81604,541.05304,145.43686,319.1224
147444924759811472723022439-Mast--Harbour-Men-Navy-Perforated-Slip-On-Sneakers-2071472723022195-3.png,109.104706,531.8065,70.33403,424.4724
JPEG_20161007_133713_1000780360854.png,7.2867737,573.4668,41.809006,448.39886
1474713943866DSC07434.png,131.24213,562.5763,-48.05417,384.42374
JPEG_20160712_105040_1000495387149.png,248.06924,363.9608,22.72316,443.81927
148053658556620161126_210202.png,104.12706,537.4335,156.07074,335.8909
1473315220502DeeplearnS11296.png,61.604874,572.7076,143.22368,329.0202
1480606512048_R2A6094.png,247.28543,398.74832,50.123978,431.65692
JPEG_20160706_120407_1000519402039.png,114.236374,529.5193,167.4784,343.3427
JPEG_20160712_125654_100019675942.png,67.03073,585.8281,58.705368,443.0749
JPEG_20161124_172355_1000233439050.png,263.24677,386.18176,28.815216,435.1752
JPEG_20160711_162402_1000521645923.png,239.84772,408.58508,12.516998,375.3
147772267782020161028_161701.png,60.63861,562.63837,57.5679,376.1921
1475262284465620600123f.png,181.10603,439.9309,50.89856,436.77496
1480962782704_R2A2519.png,80.38481,436.28625,15.516846,456.56622
JPEG_20161117_155435_100028898766.png,217.04169,400.16296,43.738968,455.63696
JPEG_20161124_130426_1000582863497.png,239.67892,468.8751,18.275894,434.0321
JPEG_20160709_122708_1000718417410.png,173.81682,422.04767,116.00909,287.85236
JPEG_20161125_181045_1000768642474.png,31.175323,597.44385,0.4817505,411.75504
1473661257853DeeplearnS11310.png,64.935455,596.5006,120.94798,344.84283
1480972050003IMG_3517.png,214.38777,437.98157,260.1372,401.20135
1473662929858DeeplearnS11364.png,59.71222,587.791,104.70711,363.00208
1473316492657DeeplearnS11673.png,28.660614,618.7853,29.045319,412.46597
JPEG_20161118_131204_1000634754987.png,103.98491,530.2709,21.440125,451.03363
JPEG_20161126_153703_100082523649.png,65.19647,587.7532,74.23416,413.3328
1473315104861DeeplearnS11510.png,-12.477356,606.19147,44.320206,405.448
1471331390038DSC_0011.png,51.254974,597.3436,75.07703,401.18985
JPEG_20161117_175113_1000603912460.png,160.30992,480.73334,70.194305,391.1886
JPEG_20160924_140918_1000343823679.png,110.74403,591.19147,118.686966,374.94354
1473486871687DeeplearnS11985.png,57.340973,572.15173,180.49509,332.98593
JPEG_20160527_162837_1000563207853.png,150.38905,459.82007,4.2757416,465.91833
JPEG_20161117_184659_1000888127299.png,129.12315,545.33844,144.87067,305.31543
JPEG_20160711_133950_1000364524807.png,235.02946,415.75415,94.84337,423.53174
JPEG_20161209_155943_1000815951487.png,100.0083,389.865,104.120636,384.64648
JPEG_20161208_142659_1000458379904.png,115.74475,546.1578,155.35837,329.41824
JPEG_20161126_132034_1000516965318.png,106.90596,548.9135,109.512054,378.5768
1473752463572IMG_1389.png,238.47192,429.09662,28.716644,436.6006
JPEG_20160820_160147_100029847556.png,190.97424,439.568,84.057175,442.1584
JPEG_20160607_144215_1000853882327.png,76.9881,636.10443,108.80928,441.7166
1468557492774JPEG_20160630_171413_1000409404142.png,121.48964,450.20148,127.12303,383.61346
1469623831138JPEG_20160628_133721_1000446260212.png,57.31047,508.505,122.71822,343.8201
1475064369213DSC00259.png,221.87338,410.2864,93.52525,381.27753
JPEG_20160709_130533_100038562087.png,183.36769,479.0522,103.73529,340.1606
1473661034096DeeplearnS11254.png,51.277344,593.43945,119.104195,341.91504
JPEG_20160810_122752_1000780321071.png,90.88423,586.02405,187.94388,301.84378
1470727651026DSC_0038.png,51.120728,615.7638,18.830322,484.6347
JPEG_20161209_175704_1000457371785.png,206.77393,442.38165,46.858627,346.7735
1475151920811DSC00658.png,82.466324,528.61304,71.88811,380.3606
1478948192981eMazingShawls3480.png,102.17064,548.5064,79.385895,400.7887
JPEG_20160820_114346_1000684374339.png,249.4199,366.57098,55.98004,435.0362
147742632974220161025_152326.png,28.07373,551.8285,46.955734,391.6776
JPEG_20161127_173353_1000666919982.png,228.76219,382.66724,62.240448,371.85025
147742621673720161025_141706.png,111.94234,490.65607,149.56754,366.54605
JPEG_20160723_114743_1000956375709.png,44.76297,598.9568,79.619,443.34015
JPEG_20160607_134255_1000301927151.png,40.035736,557.04443,36.17894,476.25934
JPEG_20161028_113716_1000590395025.png,81.78441,587.48267,22.065933,509.39716
1475152748130DSC00461.png,276.24115,484.97797,64.66623,410.94452
1473486318894DeeplearnS11806.png,77.67494,571.01624,144.93347,333.33124
1480955504868_R2A2253.png,235.83116,408.7329,194.72003,341.76794
JPEG_20160624_122928_1000735496397.png,226.5484,543.51196,135.61316,366.74658
JPEG_20161119_151217_1000432925829.png,120.024216,451.359,48.633194,394.13812
JPEG_20161116_151501_1000179219582.png,193.50696,497.50018,91.15466,387.32605
JPEG_20160706_131519_1000336380135.png,51.08705,502.1079,153.91824,313.72543
JPEG_20161129_181929_1000794508415.png,119.01634,616.2577,190.48956,345.43695
JPEG_20161116_153158_1000557287175.png,114.86867,544.96356,57.476883,425.4898
JPEG_20160629_141253_1000210820625.png,67.90944,481.1499,148.48468,322.4701
147772395066820161028_165949.png,-8.183777,493.0399,54.194412,470.3081
JPEG_20161118_150235_1000574334027.png,61.929108,490.5922,127.16323,369.21295
JPEG_20161028_103505_1000836072375.png,194.66316,399.9016,86.73016,372.11163
JPEG_20161209_140305_100094214067.png,73.96585,497.69064,14.062012,445.2941
JPEG_20161123_173636_10002802383.png,295.1651,355.24542,67.27255,427.4696
1480930868595_R2A1776.png,227.41855,401.90317,55.961166,428.99414
JPEG_20160810_115642_100072119640.png,271.68134,374.4541,102.55507,425.38007
JPEG_20161202_185551_1000778147409.png,30.027145,540.26184,138.413,399.69583
JPEG_20161028_133037_1000691257881.png,3.2972412,644.06464,92.176605,404.1479
1473748704101IMG_1268.png,117.50789,521.23785,115.39578,398.51334
147772308356820161028_160529.png,41.449646,598.6412,50.522705,327.70154
1472628601772w_peg_33_black_white_01.png,101.651474,532.1968,109.54257,429.1652
JPEG_20161117_130557_1000166274819.png,124.46631,592.4594,127.531425,324.98102
JPEG_20161123_194825_1000901260329.png,93.50699,623.3865,30.008713,469.904
1475010374390DSC019921.png,27.3992,632.8634,54.68622,364.04688
1480580008949E-mazingshawls29-11-201618513.png,75.80522,566.07275,18.122986,423.42618
JPEG_20160627_151203_1000367765190.png,134.48543,539.585,135.90576,329.13104
JPEG_20160915_203653_1000824274314.png,92.26103,584.24207,143.01562,349.25336
1472040782847w_peg_33_black_white_06.png,29.957062,604.5222,114.11893,411.39066
1475151352113DSC00573.png,224.5396,407.20544,-7.844269,472.44543
JPEG_20160810_131134_1000760705517.png,60.866486,595.58984,138.16724,324.6089
JPEG_20160702_111750_1000581903989.png,82.59923,491.81488,155.04205,310.01657
1480508525902IMG_0384.png,87.18266,484.52563,152.42743,381.12
JPEG_20161128_134255_1000687634378.png,136.6325,544.7047,115.653946,391.68872
JPEG_20161028_135721_100077363356.png,88.1707,568.2842,3.5808258,468.6383
JPEG_20160621_155045_1000683940543.png,256.43414,416.50574,161.715,386.28146
JPEG_20161124_125709_1000716930460.png,64.65825,520.834,163.55354,322.47382
JPEG_20160608_170018_1000618771682.png,46.358643,582.13336,69.17622,433.3822
1468668733474JPEG_20160712_112546_1000141703732.png,123.1985,515.5944,132.84607,349.8036
JPEG_20160702_133108_100065625259.png,159.6461,565.1912,157.68445,304.61804
1474713845843DSC07455.png,48.60321,601.76447,99.15663,395.75574
JPEG_20161125_153329_1000452337663.png,224.60416,430.68198,-9.40979,480.10358
JPEG_20161124_161114_1000172820122.png,43.792984,552.0239,145.40967,320.03882
JPEG_20161202_174929_1000825852362.png,136.27914,528.64795,40.16066,456.61737
147324162019211.png,51.76935,618.7768,40.704865,425.79575
JPEG_20161125_141636_1000859452436.png,141.12212,510.76367,26.827576,424.69727
1473660775623DeeplearnS11732.png,38.461975,599.04974,167.82254,340.53244
JPEG_20160702_130553_1000219720986.png,159.2953,452.9655,28.933075,346.2874
JPEG_20161208_143624_1000597801918.png,106.849594,573.98676,114.668434,365.6389
JPEG_20161129_181339_100014603013.png,-13.094757,619.2543,99.990524,378.27234
JPEG_20161028_150640_1000541199197.png,8.974762,637.93604,7.459732,473.6927
JPEG_20161121_171912_1000489929128.png,207.66469,432.73645,14.578888,432.94455
JPEG_20161129_171043_1000529239418.png,36.051056,588.6648,146.36871,338.39423
14716280809223a.png,45.276703,587.9042,62.659866,457.04608
1469615829240JPEG_20160625_132328_1000280288518.png,245.2275,578.3408,65.561676,354.59955
JPEG_20161129_151605_1000971802260.png,170.53874,505.0157,67.104965,448.73663
JPEG_20161129_181505_1000787502555.png,43.685272,585.9652,99.28935,417.01282
1474701046525DSC06991.png,33.055725,562.0824,71.81136,307.678
1480511984574IMG_0133.png,56.64009,523.1019,76.39638,376.7918
JPEG_20160709_152549_1000605889140.png,48.234528,578.4845,94.88805,380.5056
JPEG_20160912_152646_1000942504367.png,97.645584,495.594,129.93149,364.3256
JPEG_20160513_131205_100038133981.png,195.79588,514.18475,172.63121,348.2296
JPEG_20160704_174140_1000749444389.png,145.67412,478.53534,153.97217,297.20776
1480066692228IMG_0142.png,105.15755,521.396,50.54013,311.90466
JPEG_20161124_172119_1000765574958.png,202.20016,432.0944,24.704575,422.78595
1475058149078DSC02343.png,63.586685,525.94037,59.607864,381.51526
1468820910545JPEG_20160709_122345_1000170105580.png,38.162445,433.99402,95.47458,326.94962
JPEG_20160526_170335_1000389997615.png,87.78285,466.79926,53.551254,424.31006
147444583886111469619096595-Roadster-Men-Casual-Shoes-9011469619096471-3.png,90.324875,544.51685,42.03871,454.60406
JPEG_20161202_182433_1000999099770.png,44.60617,537.4833,129.04245,366.77094
JPEG_20160912_153811_1000546906036.png,84.658615,527.86584,54.613052,437.26105
JPEG_20161126_134746_1000291976088.png,154.08815,506.64606,90.476685,337.21423
JPEG_20161124_135819_1000458224691.png,204.77954,438.9215,2.182312,457.5944
JPEG_20161007_141633_1000846361560.png,108.36229,557.31903,133.1877,417.75232
1474638639934DSC06333.png,73.06094,557.3231,37.921356,420.50845
1468821394876JPEG_20160709_120128_1000237856703.png,101.250275,514.2407,166.03535,341.8158
147772141377020161028_170245.png,34.503357,637.4161,56.82083,470.0436
1480511535721IMG_0351.png,104.6826,568.49567,85.000755,284.02036
1475152683825DSC00619.png,251.10356,451.51727,66.084366,431.1032
JPEG_20161116_184245_1000758145438.png,31.210632,599.9484,99.98542,304.18506
1468495341824DSC_0191.png,69.77031,545.5635,74.20362,322.5667
JPEG_20161202_155717_1000611460838.png,76.08304,569.76917,125.80898,347.035
JPEG_20160709_114906_1000449789183.png,55.74669,522.8399,166.564,299.79068
1470746199802DSC_0248.png,67.6432,562.8804,29.405182,400.94775
JPEG_20161123_195125_1000303103119.png,121.90248,538.38104,161.23224,326.53134
1478946237804eMazingShawls4016.png,149.53261,468.90997,41.209686,453.85577
1480973372560IMG_2945.png,231.63542,438.3725,57.286087,467.0453
JPEG_20160623_125632_1000462971724.png,249.21323,391.71152,69.37303,440.36798
1473746392392IMG_0696.png,240.94037,466.29443,39.663666,459.7398
JPEG_20160623_134233_1000277296949.png,135.39844,561.4272,82.08493,345.93192
1474634039570DSC05959.png,175.86401,552.21436,64.15057,429.0597
JPEG_20161123_182357_1000628349401.png,290.3241,397.56854,18.126892,447.0723
1473749925429IMG_1143.png,248.94525,444.7694,47.218445,433.8629
1473751113753IMG_0999.png,71.73358,509.4381,84.28209,353.10236
1474723089362DSC07797.png,141.91417,545.9969,93.4922,410.91077
147444922075211468997465920-Mast--Harbour-Women-Black-Slip-Ons-431468997465740-2.png,169.01794,368.47314,11.362869,458.35876
JPEG_20161124_185652_1000236386954.png,80.90474,479.0874,27.897293,455.7353
JPEG_20161125_145922_100061205912.png,84.52626,545.7149,31.514053,449.70776
147444008374011472215508902-Mast--Harbour-Men-Grey-Sneakers-941472215508728-5.png,52.712982,634.53784,81.17314,367.76385
1480961996619_R2A2464.png,145.75966,462.21582,108.1859,375.659
1474637449677DSC06771.png,250.30931,433.34082,91.57669,415.90622
JPEG_20160823_122645_1000366593631.png,90.5983,592.28125,17.363892,389.06323
JPEG_20161125_201236_1000585865555.png,133.41835,456.73944,190.83424,300.0702
JPEG_20160704_121756_1000948471571.png,61.1243,581.3435,144.59546,321.79498
JPEG_20160607_180215_1000472897091.png,159.68655,450.07108,8.935562,421.40692
JPEG_20160709_132849_1000199572882.png,245.46826,435.23816,78.48596,450.90363
147753793608320161026_123222.png,82.98555,550.39404,135.10938,416.65363
JPEG_20161128_171343_1000122922693.png,81.73134,521.5769,54.409134,475.8683
147771756807720161028_143102.png,158.10858,518.72064,57.727478,434.0672
JPEG_20161208_181500_1000333441093.png,103.49123,519.6466,34.150284,419.3736
1480339474190_R2A4189.png,204.10814,559.16205,99.27507,412.68964
JPEG_20160702_100415_1000221024623.png,146.90262,460.3986,166.33069,291.2879
JPEG_20160622_150032_100099743125.png,141.78127,438.0548,72.00404,366.25708
JPEG_20160607_162127_1000415637060.png,54.699966,547.2552,46.67714,458.05493
JPEG_20160627_111115_1000696847361.png,159.64532,569.61487,154.70961,353.3098
JPEG_20161114_164024_1000428544233.png,120.106125,586.7193,165.07101,337.46976
1472042912598w_molokini_ii_blk_glry_01.png,159.40929,490.28522,194.89145,406.7795
JPEG_20161028_121737_1000939434946.png,50.98346,610.16785,68.79843,406.90256
JPEG_20160711_162838_1000908297491.png,238.36697,407.82852,29.603027,384.56348
JPEG_20160607_161422_1000486560124.png,191.3172,423.75024,49.182358,436.71814
1480510424464IMG_0256.png,88.566956,536.7856,63.606506,358.6787
1470737022740DSC_0156.png,88.758896,504.2813,-21.744736,475.83966
147771778894820161028_170827.png,82.672424,626.5424,73.68829,432.45364
1472043134658zoom3.png,24.097565,614.0199,177.77362,341.39233
JPEG_20160704_133328_1000808893811.png,131.07722,477.28473,151.24019,293.97778
JPEG_20160623_151346_1000304523745.png,172.51225,629.5982,82.928696,379.5818
1468495361301DSC_0216.png,17.777252,609.81934,104.54854,442.35486
1473317476719DeeplearnS134.png,59.21376,544.1511,84.59276,358.52814
JPEG_20160711_144423_1000246468178.png,197.83737,476.0239,68.85043,358.43484
JPEG_20161124_173440_1000317372383.png,144.691,491.57214,42.82083,393.84833
JPEG_20160709_153117_1000868265383.png,116.67116,430.7823,147.48282,328.51285
JPEG_20161123_132455_1000855570860.png,72.165924,586.6666,84.19423,334.52472
JPEG_20160927_162039_1000874278652.png,145.76865,426.88168,63.37677,404.99893
JPEG_20160524_155311_1000300337247.png,197.9501,443.22568,53.96704,442.20752
JPEG_20161202_162846_1000498696540.png,74.756226,590.80444,52.67386,467.9451
147771805192820161028_160442.png,62.09401,556.72723,141.82758,366.6051
1472043136789zoom5.png,12.923401,637.7785,164.06601,467.91647
147772151053620161028_160631.png,20.459198,645.1681,26.589325,471.89142
1480604195659_R2A5857.png,256.427,512.78253,97.03627,471.3086
1475151539059DSC00651.png,254.3053,358.65314,30.260483,446.58478
147742428915220161025_144227.png,131.02669,531.94037,131.82681,385.72763
JPEG_20160820_125318_1000995100780.png,65.656555,599.05975,162.98349,313.49368
JPEG_20161117_183707_100082163065.png,203.87517,486.8553,132.86835,338.62698
147771784267920161028_170844.png,5.118988,560.82825,146.29944,324.18005
1480958666977_R2A2314.png,222.05026,412.37296,202.19786,250.51527
JPEG_20161124_174625_100027404219.png,165.01118,479.22437,8.198456,376.63248
JPEG_20160821_103121_1000737828541.png,-44.163376,485.10425,-5.201462,473.10175
JPEG_20161125_193921_1000373774677.png,96.50203,444.87842,158.74603,325.74246
JPEG_20161202_173609_1000121920553.png,113.58571,481.26105,87.28618,384.99298
JPEG_20161128_125459_1000267616269.png,77.578156,449.04733,138.66837,360.44876
JPEG_20161203_154719_100032138169.png,70.25607,582.65283,33.924423,354.8299
JPEG_20160820_131053_1000873313665.png,204.44057,605.2762,131.29926,331.56763
JPEG_20160527_130121_1000102835524.png,37.92952,441.5279,61.078064,412.8766
JPEG_20160820_112958_1000195344236.png,231.65991,385.65546,36.928635,443.48718
1473748900723IMG_1224.png,21.751434,638.89343,22.151901,486.46204
1470740514974DSC_0189.png,124.284134,543.53467,40.246323,395.38623
JPEG_20160709_132039_1000959537113.png,127.80791,555.17773,32.83104,445.42072
JPEG_20160624_132336_1000583995497.png,163.44333,404.65,148.32059,382.00925
147753783468820161026_122416.png,107.45923,479.1029,172.71957,335.87527
1474703400749DSC07121.png,209.91772,460.20966,79.57597,434.99988
JPEG_20161123_131851_1000481281182.png,215.81102,430.372,-4.8958435,441.9642
JPEG_20160524_142414_1000599859455.png,52.32904,556.1953,43.993546,399.52264
JPEG_20160704_142057_1000133048956.png,190.667,533.5523,79.28195,365.85675
JPEG_20161207_173952_1000442806262.png,179.91615,469.2652,56.6118,423.7105
JPEG_20161126_135301_1000930371152.png,111.494934,493.5719,78.83177,466.04547
1473665243458DeeplearnS11460.png,129.20285,654.60376,18.824387,436.98993
147772323606020161028_161027.png,41.474884,591.5846,120.5232,346.28183
1468653013902JPEG_20160712_101036_100022123052.png,241.27014,370.1043,68.34273,427.6079
1480955866328_R2A2266.png,256.65863,437.91016,160.1907,309.76718
1473660377222DeeplearnS11945.png,89.47568,651.01587,16.313095,407.97504
JPEG_20160709_114136_1000898176033.png,104.74153,514.6625,155.39285,303.0817
1470809393716DSC_0041.png,39.655426,626.8285,15.635284,463.09644
JPEG_20161126_143222_1000852164833.png,95.91322,527.09875,145.2428,339.00092
1470835134192IMG_20160810_172656.png,61.921417,583.4308,140.97086,338.75247
JPEG_20160803_114844_1000954825235.png,50.582275,554.1064,25.763596,431.96948
147742628561220161025_151842.png,118.58949,546.58923,121.62458,332.64722
1469620538383JPEG_20160625_121816_1000532029095.png,109.53523,568.3189,146.91092,331.4504
JPEG_20160607_162315_1000884699505.png,53.94899,489.95807,135.57513,357.47083
